0.072, 0.000, 0.000, 0.000
0.089, 0.000, 0.000, 0.000
0.105, 0.000, 0.000, 0.000
0.122, 0.000, 0.000, 0.000
0.139, 0.000, 0.000, 0.000
0.157, 0.000, 0.000, 0.000
0.172, 0.000, 0.000, 0.000
0.189, 0.000, 0.000, 0.000
0.205, 0.000, 0.000, 0.000
0.223, 0.000, 0.000, 0.000
0.241, 0.000, 0.000, 0.000
0.255, 0.000, 0.000, 0.000
0.272, 0.000, 0.000, 0.000
0.289, 0.000, 0.000, 0.000
0.306, 0.000, 0.000, 0.000
0.323, 0.000, 0.000, 0.000
0.339, 0.000, 0.000, 0.000
0.356, 0.000, 0.000, 0.000
0.373, 0.415, -0.588, 0.032
0.389, 0.415, -0.588, 0.032
0.405, 0.415, -0.588, 0.032
0.422, 0.415, -0.588, 0.032
0.439, 0.415, -0.588, 0.032
0.459, 0.415, -0.588, 0.032
0.472, 0.415, -0.588, 0.032
0.489, 0.415, -0.588, 0.032
0.506, 0.415, -0.588, 0.032
0.522, 0.415, -0.588, 0.032
0.539, 0.416, -0.588, 0.032
0.556, 0.416, -0.588, 0.032
0.572, 0.415, -0.588, 0.032
0.589, 0.415, -0.588, 0.032
0.606, 0.415, -0.588, 0.032
0.623, 0.415, -0.588, 0.032
0.639, 0.415, -0.588, 0.032
0.656, 0.416, -0.588, 0.032
0.672, 0.415, -0.588, 0.032
0.689, 0.415, -0.588, 0.032
0.706, 0.415, -0.588, 0.032
0.722, 0.415, -0.588, 0.032
0.739, 0.416, -0.588, 0.032
0.756, 0.416, -0.588, 0.032
0.772, 0.415, -0.588, 0.032
0.789, 0.415, -0.588, 0.032
0.806, 0.416, -0.588, 0.032
0.823, 0.415, -0.588, 0.032
0.839, 0.416, -0.588, 0.032
0.856, 0.416, -0.588, 0.032
0.873, 0.415, -0.588, 0.032
0.889, 0.416, -0.588, 0.032
0.906, 0.416, -0.588, 0.032
0.922, 0.415, -0.588, 0.032
0.939, 0.415, -0.588, 0.032
0.956, 0.415, -0.588, 0.032
0.973, 0.416, -0.588, 0.032
0.989, 0.415, -0.588, 0.032
1.006, 0.415, -0.588, 0.032
1.022, 0.415, -0.588, 0.032
1.039, 0.415, -0.588, 0.032
1.056, 0.415, -0.588, 0.032
1.072, 0.416, -0.588, 0.032
1.089, 0.415, -0.588, 0.032
1.106, 0.415, -0.588, 0.032
1.122, 0.416, -0.588, 0.032
1.139, 0.415, -0.588, 0.032
1.155, 0.415, -0.588, 0.033
1.172, 0.415, -0.588, 0.032
1.189, 0.415, -0.588, 0.032
1.206, 0.415, -0.588, 0.032
1.223, 0.415, -0.588, 0.032
1.239, 0.415, -0.588, 0.032
1.255, 0.415, -0.588, 0.032
1.272, 0.415, -0.588, 0.032
1.289, 0.416, -0.588, 0.032
1.306, 0.416, -0.588, 0.032
1.322, 0.415, -0.588, 0.032
1.339, 0.416, -0.588, 0.032
1.356, 0.415, -0.588, 0.032
1.372, 0.415, -0.588, 0.032
1.389, 0.415, -0.588, 0.032
1.406, 0.415, -0.588, 0.032
1.422, 0.415, -0.588, 0.032
1.439, 0.415, -0.588, 0.032
1.455, 0.415, -0.588, 0.032
1.472, 0.415, -0.588, 0.032
1.489, 0.415, -0.588, 0.032
1.505, 0.415, -0.588, 0.032
1.522, 0.416, -0.588, 0.032
1.539, 0.415, -0.588, 0.032
1.555, 0.415, -0.588, 0.032
1.572, 0.415, -0.588, 0.032
1.589, 0.415, -0.588, 0.032
1.605, 0.415, -0.588, 0.032
1.622, 0.415, -0.588, 0.032
1.639, 0.415, -0.588, 0.032
1.656, 0.415, -0.588, 0.032
1.672, 0.415, -0.588, 0.032
1.689, 0.415, -0.588, 0.032
1.706, 0.415, -0.588, 0.032
1.722, 0.415, -0.588, 0.032
1.739, 0.415, -0.588, 0.032
1.755, 0.416, -0.588, 0.032
1.772, 0.415, -0.588, 0.032
1.789, 0.415, -0.588, 0.032
1.806, 0.416, -0.588, 0.032
1.822, 0.415, -0.588, 0.032
1.839, 0.415, -0.588, 0.032
1.856, 0.416, -0.588, 0.032
1.872, 0.415, -0.588, 0.032
1.889, 0.416, -0.588, 0.032
1.905, 0.415, -0.588, 0.032
1.922, 0.415, -0.588, 0.032
1.939, 0.416, -0.588, 0.032
1.955, 0.415, -0.588, 0.032
1.972, 0.415, -0.588, 0.032
1.989, 0.416, -0.588, 0.032
2.005, 0.415, -0.588, 0.032
2.022, 0.416, -0.588, 0.032
2.039, 0.415, -0.588, 0.032
2.056, 0.415, -0.588, 0.032
2.072, 0.415, -0.588, 0.032
2.089, 0.415, -0.588, 0.032
2.106, 0.415, -0.588, 0.032
2.122, 0.416, -0.588, 0.032
2.139, 0.415, -0.588, 0.032
2.156, 0.415, -0.588, 0.032
2.172, 0.415, -0.588, 0.032
2.189, 0.415, -0.588, 0.032
2.206, 0.415, -0.588, 0.032
2.227, 0.415, -0.588, 0.032
2.239, 0.416, -0.588, 0.032
2.256, 0.416, -0.588, 0.032
2.272, 0.415, -0.588, 0.032
2.289, 0.416, -0.588, 0.032
2.306, 0.415, -0.588, 0.032
2.322, 0.415, -0.588, 0.032
2.339, 0.415, -0.588, 0.032
2.356, 0.415, -0.588, 0.032
2.373, 0.415, -0.588, 0.032
2.389, 0.415, -0.588, 0.032
2.406, 0.415, -0.588, 0.032
2.422, 0.415, -0.588, 0.032
2.439, 0.416, -0.588, 0.032
2.456, 0.415, -0.588, 0.032
2.472, 0.415, -0.588, 0.032
2.489, 0.415, -0.588, 0.032
2.506, 0.416, -0.588, 0.032
2.523, 0.415, -0.588, 0.032
2.539, 0.415, -0.588, 0.032
2.556, 0.415, -0.588, 0.032
2.573, 0.415, -0.588, 0.032
2.589, 0.415, -0.588, 0.032
2.606, 0.415, -0.588, 0.032
2.623, 0.415, -0.588, 0.032
