13.384, 0.264
13.451, 0.266
13.517, 0.272
13.584, 0.297
13.651, 0.375
13.718, 0.494
13.784, 0.632
13.851, 0.747
13.917, 0.818
13.984, 0.836
14.051, 0.827
14.117, 0.833
14.184, 0.848
14.251, 0.839
14.318, 0.829
14.384, 0.819
14.451, 0.800
14.517, 0.772
14.584, 0.743
14.651, 0.685
14.717, 0.634
14.784, 0.585
14.851, 0.547
14.917, 0.512
14.984, 0.500
15.051, 0.489
15.118, 0.493
15.184, 0.512
15.251, 0.563
15.318, 0.626
15.384, 0.725
15.451, 0.851
15.517, 0.990
15.584, 0.990
15.651, 0.990
15.718, 0.990
15.784, 0.990
15.851, 0.990
15.918, 0.974
15.984, 0.916
16.051, 0.882
16.118, 0.893
16.184, 0.932
16.251, 0.971
16.318, 0.990
16.384, 0.990
16.451, 0.990
16.518, 0.982
16.584, 0.924
16.651, 0.872
16.718, 0.829
16.784, 0.800
16.851, 0.791
16.918, 0.805
16.984, 0.834
17.051, 0.858
17.118, 0.857
17.184, 0.828
17.251, 0.762
17.317, 0.696
17.384, 0.638
17.451, 0.593
17.517, 0.559
17.584, 0.538
17.651, 0.529
17.718, 0.537
17.785, 0.561
17.851, 0.608
