14.343,f_strategy_slowD
14.349,f_strategy_slowD
14.353,f_strategy_slowD
14.409,f_strategy_slowD
14.412,f_strategy_slowD
14.415,f_strategy_slowD
14.475,f_strategy_slowD
14.478,f_strategy_slowD
14.482,f_strategy_slowD
14.542,f_strategy_slowD
14.544,f_strategy_slowD
14.548,f_strategy_slowD
14.609,f_strategy_slowD
14.614,f_strategy_slowD
14.618,f_strategy_slowD
14.675,f_strategy_slowD
14.679,f_strategy_slowD
14.683,f_strategy_slowD
14.744,f_strategy_slowD
14.749,f_strategy_slowD
14.753,f_strategy_slowD
14.808,f_strategy_slowD
14.813,f_strategy_slowD
14.817,f_strategy_slowD
14.875,f_strategy_slowD
14.879,f_strategy_slowD
14.883,f_strategy_slowD
14.945,f_strategy_slowD
14.949,f_strategy_slowD
14.954,f_strategy_slowD
15.008,f_strategy_slowD
15.013,f_strategy_slowD
15.017,f_strategy_slowD
15.075,f_strategy_slowD
15.078,f_strategy_slowD
15.082,f_strategy_slowD
15.142,f_strategy_slowD
15.146,f_strategy_slowD
15.150,f_strategy_slowD
15.209,f_strategy_slowD
15.214,f_strategy_slowD
15.218,f_strategy_slowD
15.275,f_strategy_slowD
15.280,f_strategy_slowD
15.284,f_strategy_slowD
15.343,f_strategy_slowD
15.347,f_strategy_slowD
15.352,f_strategy_slowD
15.409,f_strategy_slowD
15.415,f_strategy_slowD
15.419,f_strategy_slowD
15.476,f_strategy_slowD
15.480,f_strategy_slowD
15.484,f_strategy_slowD
15.543,f_strategy_slowD
15.547,f_strategy_slowD
15.552,f_strategy_slowD
15.608,f_strategy_slowD
15.613,f_strategy_slowD
15.617,f_strategy_slowD
15.678,f_strategy_slowD
15.682,f_strategy_slowD
15.686,f_strategy_slowD
15.742,f_strategy_slowD
15.747,f_strategy_slowD
15.751,f_strategy_slowD
15.808,f_strategy_slowD
15.812,f_strategy_slowD
15.816,f_strategy_slowD
15.875,f_strategy_slowD
15.882,f_strategy_slowD
15.942,f_strategy_slowD
15.945,f_strategy_slowD
15.949,f_strategy_slowD
16.008,f_strategy_slowD
16.011,f_strategy_slowD
16.014,f_strategy_slowD
16.075,f_strategy_slowD
16.078,f_strategy_slowD
16.081,f_strategy_slowD
16.142,f_strategy_slowD
16.145,f_strategy_slowD
16.148,f_strategy_slowD
16.208,f_strategy_slowD
16.212,f_strategy_slowD
16.216,f_strategy_slowD
16.275,f_strategy_slowD
16.279,f_strategy_slowD
16.286,f_strategy_slowD
16.343,f_strategy_slowD
16.346,f_strategy_slowD
16.349,f_strategy_slowD
16.409,f_strategy_slowD
16.412,f_strategy_slowD
16.415,f_strategy_slowD
16.475,f_strategy_slowD
16.478,f_strategy_slowD
16.482,f_strategy_slowD
16.542,f_strategy_slowD
16.544,f_strategy_slowD
16.548,f_strategy_slowD
16.608,f_strategy_slowD
16.611,f_strategy_slowD
16.614,f_strategy_slowD
16.675,f_strategy_slowD
16.678,f_strategy_slowD
16.682,f_strategy_slowD
16.742,f_strategy_slowD
16.744,f_strategy_slowD
16.747,f_strategy_slowD
16.808,f_strategy_slowD
16.812,f_strategy_slowD
16.815,f_strategy_slowD
16.881,f_strategy_slowD
16.892,f_strategy_slowD
16.904,f_strategy_slowD
16.947,f_strategy_slowD
16.957,f_strategy_slowD
16.968,f_strategy_slowD
17.016,f_strategy_slowD
17.027,f_strategy_slowD
17.037,f_strategy_slowD
17.080,f_strategy_slowD
17.090,f_strategy_slowD
17.101,f_strategy_slowD
17.148,f_strategy_slowD
17.158,f_strategy_slowD
17.170,f_strategy_slowD
17.216,f_strategy_slowD
17.226,f_strategy_slowD
17.231,f_strategy_slowD
17.275,f_strategy_slowD
17.279,f_strategy_slowD
17.284,f_strategy_slowD
17.342,f_strategy_slowD
17.347,f_strategy_slowD
17.354,f_strategy_slowD
17.408,f_strategy_slowD
17.414,f_strategy_slowD
17.424,f_strategy_slowD
17.480,f_strategy_slowD
17.492,f_strategy_slowD
17.502,f_strategy_slowD
17.551,f_strategy_slowD
17.562,f_strategy_slowD
17.571,f_strategy_slowD
17.615,f_strategy_slowD
17.628,f_strategy_slowD
17.639,f_strategy_slowD
17.684,f_strategy_slowD
17.695,f_strategy_slowD
17.707,f_strategy_slowD
17.748,f_strategy_slowD
17.760,f_strategy_slowD
17.769,f_strategy_slowD
17.815,f_strategy_slowD
17.828,f_strategy_slowD
17.836,f_strategy_slowD
17.883,f_strategy_slowD
17.894,f_strategy_slowD
17.903,f_strategy_slowD
17.949,f_strategy_slowD
17.962,f_strategy_slowD
17.974,f_strategy_slowD
18.015,f_strategy_slowD
18.025,f_strategy_slowD
18.034,f_strategy_slowD
18.082,f_strategy_slowD
18.093,f_strategy_slowD
18.103,f_strategy_slowD
18.151,f_strategy_slowD
