25.191, 0.619
25.258, 0.566
25.324, 0.520
25.391, 0.498
25.458, 0.476
25.525, 0.480
25.591, 0.490
25.658, 0.510
25.725, 0.539
25.791, 0.585
25.858, 0.641
25.925, 0.707
25.991, 0.780
26.058, 0.867
26.125, 0.966
26.191, 0.990
26.258, 0.990
26.325, 0.990
26.391, 0.943
26.458, 0.844
26.525, 0.731
26.591, 0.625
26.658, 0.552
26.725, 0.493
26.791, 0.434
26.858, 0.394
26.925, 0.371
26.991, 0.366
27.058, 0.374
27.125, 0.402
27.191, 0.439
27.258, 0.478
27.325, 0.510
27.391, 0.554
27.458, 0.611
27.525, 0.675
27.591, 0.763
27.658, 0.864
27.725, 0.939
27.791, 0.944
27.858, 0.917
27.925, 0.865
27.991, 0.836
28.058, 0.822
28.125, 0.854
28.192, 0.916
28.258, 0.986
28.325, 0.990
28.391, 0.990
28.458, 0.980
28.525, 0.933
28.591, 0.911
28.658, 0.932
28.725, 0.978
28.791, 0.990
28.858, 0.990
28.925, 0.990
28.992, 0.937
29.058, 0.840
29.125, 0.758
29.191, 0.714
29.258, 0.690
29.324, 0.692
29.391, 0.699
29.458, 0.702
29.525, 0.684
29.591, 0.652
29.658, 0.613
29.724, 0.575
15.241, 0.493
15.308, 0.509
15.375, 0.529
15.441, 0.496
15.508, 0.493
15.575, 0.561
15.641, 0.620
15.708, 0.676
15.775, 0.729
15.841, 0.767
15.908, 0.797
15.975, 0.852
16.041, 0.896
16.108, 0.967
16.174, 0.990
16.241, 0.990
16.308, 0.990
16.374, 0.990
16.441, 0.990
16.508, 0.990
16.575, 0.990
16.641, 0.990
16.708, 0.990
16.775, 0.990
16.841, 0.939
16.908, 0.776
16.974, 0.651
17.041, 0.590
17.108, 0.568
17.174, 0.575
17.241, 0.615
17.308, 0.682
17.374, 0.752
17.441, 0.811
17.508, 0.839
17.575, 0.829
17.641, 0.804
17.708, 0.785
17.775, 0.784
17.841, 0.794
17.908, 0.818
17.974, 0.824
18.041, 0.820
18.108, 0.805
18.174, 0.803
18.241, 0.795
18.308, 0.775
18.374, 0.765
18.441, 0.756
18.508, 0.738
18.574, 0.736
18.641, 0.740
18.708, 0.748
18.774, 0.741
18.841, 0.729
18.908, 0.692
18.974, 0.644
19.041, 0.590
19.108, 0.542
19.174, 0.503
19.241, 0.482
19.308, 0.479
19.375, 0.489
19.441, 0.504
19.509, 0.517
19.575, 0.529
19.641, 0.542
19.708, 0.553
19.774, 0.562
19.841, 0.575
19.908, 0.580
19.975, 0.570
20.041, 0.546
20.108, 0.504
20.174, 0.465
20.241, 0.430
20.308, 0.433
20.374, 0.484
